run_date,ds,temp,temp_min,temp_max,source
2026-06-23,2026-07-19,20.11500000000001,15.287111111111114,24.92355555555556,climatology
2026-06-23,2026-07-20,20.007888888888893,15.256,24.76277777777778,climatology
2026-06-23,2026-07-21,19.957444444444448,15.328111111111111,24.64888888888889,climatology
2026-06-23,2026-07-22,19.944333333333336,15.34488888888889,24.61855555555556,climatology
2026-06-25,2026-06-25,31.100000000000005,22.110000000000003,39.435,forecast
2026-06-25,2026-06-26,30.32,22.550000000000004,38.14500000000001,forecast
2026-06-25,2026-06-27,29.755000000000003,21.315,38.150000000000006,forecast
2026-06-25,2026-06-28,25.405000000000005,20.31000000000001,29.665000000000003,forecast
2026-06-25,2026-06-29,23.15,17.360000000000003,29.140000000000004,forecast
2026-06-25,2026-06-30,22.730000000000004,17.230000000000004,29.19,forecast
2026-06-25,2026-07-01,20.995000000000005,16.305000000000003,25.865,forecast
2026-06-25,2026-07-02,20.405000000000005,15.195000000000002,25.045000000000005,forecast
2026-06-25,2026-07-03,20.215,15.48,24.985000000000003,forecast
2026-06-25,2026-07-04,20.95,15.835000000000004,26.195000000000004,forecast
2026-06-25,2026-07-05,21.175,17.385,25.180000000000003,forecast
2026-06-25,2026-07-06,18.03,14.685,21.18500000000001,forecast
2026-06-25,2026-07-07,16.990000000000002,13.725,20.565,forecast
2026-06-25,2026-07-08,17.490000000000002,12.79,22.23,forecast
2026-06-25,2026-07-09,19.055000000000003,14.24,23.825000000000003,forecast
2026-06-25,2026-07-10,19.785000000000004,14.195,26.705,forecast
2026-06-25,2026-07-11,20.048,14.757222222222223,25.113333333333333,climatology
2026-06-25,2026-07-12,20.24588888888889,14.955000000000004,25.32511111111112,climatology
2026-06-25,2026-07-13,20.414666666666676,15.117333333333336,25.52744444444445,climatology
2026-06-25,2026-07-14,20.54911111111112,15.327666666666667,25.651333333333334,climatology
2026-06-25,2026-07-15,20.56755555555556,15.368444444444446,25.68244444444445,climatology
2026-06-25,2026-07-16,20.591,15.477333333333332,25.669777777777774,climatology
2026-06-25,2026-07-17,20.549333333333337,15.598777777777777,25.504222222222225,climatology
2026-06-25,2026-07-18,20.33466666666667,15.50777777777778,25.174777777777777,climatology
2026-06-25,2026-07-19,20.11500000000001,15.287111111111114,24.92355555555556,climatology
2026-06-25,2026-07-20,20.007888888888893,15.256000000000004,24.76277777777778,climatology
2026-06-25,2026-07-21,19.957444444444448,15.328111111111111,24.64888888888889,climatology
2026-06-25,2026-07-22,19.944333333333336,15.34488888888889,24.61855555555556,climatology
2026-06-25,2026-07-23,20.000333333333337,15.399,24.734222222222225,climatology
2026-06-25,2026-07-24,20.13155555555556,15.497555555555556,24.91433333333333,climatology
2026-06-30,2026-06-30,23.515,17.590000000000003,30.095000000000002,forecast
2026-06-30,2026-07-01,21.930000000000003,15.785000000000002,27.790000000000003,forecast
2026-06-30,2026-07-02,21.6,15.435000000000002,27.165000000000003,forecast
2026-06-30,2026-07-03,22.545,15.595000000000002,28.545,forecast
2026-06-30,2026-07-04,24.035000000000007,15.835000000000003,31.95,forecast
2026-06-30,2026-07-05,26.250000000000004,16.150000000000002,35.470000000000006,forecast
2026-06-30,2026-07-06,27.905000000000005,17.525000000000006,37.77,forecast
2026-06-30,2026-07-07,25.815,19.42,32.46000000000001,forecast
2026-06-30,2026-07-08,26.145000000000003,20.665000000000006,31.52,forecast
2026-06-30,2026-07-09,27.565,22.040000000000003,33.160000000000004,forecast
2026-06-30,2026-07-10,28.405,22.640000000000004,34.540000000000006,forecast
2026-06-30,2026-07-11,27.285,22.675000000000004,33.00500000000001,forecast
2026-06-30,2026-07-12,24.300000000000004,19.350000000000005,29.370000000000005,forecast
2026-06-30,2026-07-13,25.015000000000008,19.785000000000004,30.245000000000005,forecast
2026-06-30,2026-07-14,25.725,20.115000000000006,31.315000000000005,forecast
2026-06-30,2026-07-15,21.680000000000003,15.88,27.810000000000002,forecast
2026-06-30,2026-07-16,20.591,15.477333333333334,25.669777777777778,climatology
2026-06-30,2026-07-17,20.549333333333337,15.598777777777778,25.504222222222225,climatology
2026-06-30,2026-07-18,20.334666666666667,15.507777777777779,25.17477777777778,climatology
2026-06-30,2026-07-19,20.115000000000002,15.28711111111111,24.923555555555556,climatology
2026-06-30,2026-07-20,20.007888888888893,15.256,24.762777777777785,climatology
2026-06-30,2026-07-21,19.957444444444448,15.328111111111113,24.648888888888894,climatology
2026-06-30,2026-07-22,19.944333333333336,15.34488888888889,24.61855555555556,climatology
2026-06-30,2026-07-23,20.000333333333337,15.399,24.734222222222225,climatology
2026-06-30,2026-07-24,20.131555555555558,15.497555555555556,24.91433333333333,climatology
2026-06-30,2026-07-25,20.19788888888889,15.622,24.981777777777783,climatology
2026-06-30,2026-07-26,20.10288888888889,15.68588888888889,24.73766666666667,climatology
2026-06-30,2026-07-27,19.93866666666667,15.57277777777778,24.54044444444445,climatology
2026-06-30,2026-07-28,19.816888888888894,15.476666666666667,24.420777777777783,climatology
2026-06-30,2026-07-29,19.710555555555555,15.347444444444447,24.278111111111116,climatology
